,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
5232,18/09/2024,6-bed room/shared bathroom nr.15,"with 12-man communal bathroom, WIFI, bed linen, and storage<br />Breakfast buffet is available for ‚Äö√á¬® 7.00 including juices, coffee and tea.<br />The reception is open 24 hours.<br />""Late Check Out"" is possible after prior agreement!<br />Padlock: 5,00 ‚Äö√á¬® deposit<br />Keycard: 2,00 ‚Äö√á¬® deposit","Welcome Traveler.<br />The Singer Hostel and  Apartment is located right in the center of Berlin. All major attractions are easily accessible and there are plenty of opportunities to have fun in the most trendy suburbs of Berlin - Friedrichshain, Kreuzberg (East Side Gallery, Bars, Clubs, Mercedes Benz Arena, subculture), Prenzlauer Berg (coffee shops, restaurants, shopping streets) and Mitte (tourist attractions).",https://a0.muscache.com/pictures/ed16be2e-f4d3-436f-9aec-31a0184dcde5.jpg,Singer Hostel Berlin,19/08/2013,"Ich bin 38 R‚àö¬ßume gro‚àö√º / schwer
Bin zentral gelegen, habe helle , ger‚àö¬ßumige Zimmer, fr‚àö¬∫hst‚àö¬∫cke gern bis 11:00 Uhr.
Habe gern einen Drink an der Bar mit Freunden aus aller Welt.
Spiele gern Pool Billard und Table Kicker in der Bar",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Body soap"", ""Elevator"", ""Cooking basics"", ""Building staff"", ""Shampoo"", ""Paid parking off premises"", ""Exterior security cameras on property"", ""First aid kit"", ""Pool table"", ""Bed linens"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Refrigerator"", ""Hangers"", ""Shower gel"", ""Books and reading material"", ""Room-darkening shades"", ""Central heating"", ""Wifi""]",20/05/2019,t,18/09/2024,26/06/2022,"Legal entity name and Legal form: Odysseehostel GmbH &amp; Co KG <br/>Legal representatives or Trade register number: Susan Jurisch <br/> Entity address: Singerstr. 109, 10179, Berlin, Deutschland <br/>Listing address: Singerstr. 109, 10179, Berlin, Deutschland",f,30334384.0,1.0,0.93,1.8,2.6,6.0,1.0,1.0,1.7,256.0,1.0,14.0,11.0,37,67,33.0,0.0,0.0,4.7,4.73,4.7,4.79,4.7,4.42,4.52,0.47
5233,18/09/2024,6-bed room/shared bathroom nr.16,"with 12-man communal bathroom, WIFI, bed linen, and storage<br />Breakfast buffet is available for ‚Äö√á¬® 7.00 including juices, coffee and tea.<br />The reception is open 24 hours.<br />""Late Check Out"" is possible after prior agreement!<br />Padlock: 5,00 ‚Äö√á¬® deposit<br />Keycard: 2,00 ‚Äö√á¬® deposit","Welcome Traveler.<br />The Singer Hostel and  Apartment is located right in the center of Berlin. All major attractions are easily accessible and there are plenty of opportunities to have fun in the most trendy suburbs of Berlin - Friedrichshain, Kreuzberg (East Side Gallery, Bars, Clubs, Mercedes Benz Arena, subculture), Prenzlauer Berg (coffee shops, restaurants, shopping streets) and Mitte (tourist attractions).",https://a0.muscache.com/pictures/ed16be2e-f4d3-436f-9aec-31a0184dcde5.jpg,Singer Hostel Berlin,19/08/2013,"Ich bin 38 R‚àö¬ßume gro‚àö√º / schwer
Bin zentral gelegen, habe helle , ger‚àö¬ßumige Zimmer, fr‚àö¬∫hst‚àö¬∫cke gern bis 11:00 Uhr.
Habe gern einen Drink an der Bar mit Freunden aus aller Welt.
Spiele gern Pool Billard und Table Kicker in der Bar",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Body soap"", ""Elevator"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Building staff"", ""Coffee maker"", ""Shampoo"", ""Paid parking off premises"", ""Exterior security cameras on property"", ""First aid kit"", ""Pool table"", ""Bed linens"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Refrigerator"", ""Hangers"", ""Shower gel"", ""Books and reading material"", ""Room-darkening shades"", ""Central heating"", ""Wifi""]",20/05/2019,t,18/09/2024,26/05/2024,"Legal entity name and Legal form: Odysseehostel GmbH &amp; Co KG <br/>Legal representatives or Trade register number: Susan Jurisch <br/> Entity address: Singerstr. 109, 10179, Berlin, Deutschland <br/>Listing address: Singerstr. 109, 10179, Berlin, Deutschland",f,30334529.0,1.0,0.93,1.8,2.6,6.0,1.0,1.0,1.7,263.0,1.0,14.0,11.0,37,67,22.0,1.0,0.0,4.68,4.86,4.77,4.86,4.77,4.68,4.77,0.32
5247,18/09/2024,3-bed room Ensuite No. 2,"with bathroom, WIFI, bed linen, and storage<br />Breakfast buffet is available for ‚Äö√á¬® 7.00 including juices, coffee and tea.<br />The reception is open 24 hours.<br />""Late Check Out"" is possible after prior agreement!<br />Padlock: 5,00 ‚Äö√á¬® deposit<br />Keycard: 2,00 ‚Äö√á¬® deposit","Welcome Traveler.<br />The Singer Hostel and  Apartment is located right in the center of Berlin. All major attractions are easily accessible and there are plenty of opportunities to have fun in the most trendy suburbs of Berlin - Friedrichshain, Kreuzberg (East Side Gallery, Bars, Clubs, Mercedes Benz Arena, subculture), Prenzlauer Berg (coffee shops, restaurants, shopping streets) and Mitte (tourist attractions).",https://a0.muscache.com/pictures/01006143-f149-4889-9e9e-7fa7cb2e47d4.jpg,Singer Hostel Berlin,19/08/2013,"Ich bin 38 R‚àö¬ßume gro‚àö√º / schwer
Bin zentral gelegen, habe helle , ger‚àö¬ßumige Zimmer, fr‚àö¬∫hst‚àö¬∫cke gern bis 11:00 Uhr.
Habe gern einen Drink an der Bar mit Freunden aus aller Welt.
Spiele gern Pool Billard und Table Kicker in der Bar",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1.5 shared baths,"[""Body soap"", ""Elevator"", ""Luggage dropoff allowed"", ""Building staff"", ""Carbon monoxide alarm"", ""Shampoo"", ""Paid parking off premises"", ""Exterior security cameras on property"", ""First aid kit"", ""Laundromat nearby"", ""Pool table"", ""Bed linens"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Hangers"", ""Shower gel"", ""Books and reading material"", ""Central heating"", ""Wifi"", ""Essentials""]",20/05/2019,t,18/09/2024,28/09/2022,"Legal entity name and Legal form: Odysseehostel GmbH &amp; Co KG <br/>Legal representatives or Trade register number: Susan Jurisch <br/> Entity address: Singerstr. 109, 10179, Berlin, Deutschland <br/>Listing address: Singerstr. 109, 10179, Berlin, Deutschland",f,30360387.0,1.0,0.93,1.8,2.6,3.0,1.5,1.0,3.0,191.0,1.0,14.0,19.0,49,169,5.0,0.0,0.0,4.8,5.0,4.6,4.8,5.0,4.8,4.8,0.09
5344,18/09/2024,cozy 10-bed-dorm,Very large room that can accommodate up to 10 people (mixed) place offers.<br />You can book one to ten beds in that room. If you book only one bed the other beds will be available for nine more guests.<br /><br /> It has 5 bunks and lends itself very well for a small group.<br />The spacious bathroom is for multiple rooms.,"Home of this pretty accommodation is Friedrichshain, one of the central districs in Berlin, surrounded by Prenzlauer Berg, Mitte and Kreuzberg.<br />Friedrichshain distinguishes himself as a student and artist district by its young and creative activities. Primarily due to the numerous bars, cafes, restaurants, galleries, theaters and cultural institutions with many really cheap small meal occasions with specialties from around the world.<br />In addition, there's the spectacular collection of Berlin's best clubs, which are in large part all  within walking distance. Because in 200 meters distance, among other things, there is the Berghain / Panorama Bar, which was chosen not only by the New York Times as the ""best club in the world"".",https://a0.muscache.com/pictures/04ff2592-91c3-4cae-b48f-30506781bea6.jpg,Sunflower Hostel,10/11/2011,"Touristische ‚àö√∫bernachtungen in Berlin ab dem 11.06.2021 wieder erlaubt! 

Hallo,
wir freuen uns sehr auf freundliche G‚àö¬ßste aus aller Welt und begr‚àö¬∫‚àö√ºen Euch ganz herzlich!

Im Sunflower Hostel stehen euch gemischte Mehrbettzimmer und geschlechtergetrennte Gemeinschaftsb‚àö¬ßder zur Verf‚àö¬∫gung. Des Weiteren erwarten euch freundliches Personal, die weltweit gr‚àö‚àÇ‚àö√ºte Outdoor-Raucher-Lounge und eine 23h-Bar. F‚àö¬∫r eure W‚àö¬∫nsche und Fragen haben wir rund um die Uhr ein offenes Ohr und helfen euch gern weiter mit Empfehlungen, Wegbeschreibungen etc.

Wir freuen uns auf Eure Anfragen!
Euer Sunflower-Team",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,0 shared baths,"[""Paid washer \u2013 In building"", ""Building staff"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""First aid kit"", ""Dishes and silverware"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Iron"", ""Paid street parking off premises"", ""Self check-in"", ""Hot water"", ""Central heating"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""Carbon monoxide alarm""]",20/05/2019,t,18/09/2024,27/08/2024,"Legal entity name and Legal form: Sunflower Hostel GmbH &amp; Co. KG <br/>Legal representatives or Trade register number: HRA 38259 B <br/> Entity address: Helsingforser Str. 17, 10243, Berlin, Berlin <br/>Listing address: Helsingforser Str. 17, 10243, Berlin, Berlin",t,31817631.0,1.0,0.99,1.8,2.6,2.7,1.1,1.0,1.7,13.0,1.0,1125.0,13.0,13,92,19.3,3.7,0.3,4.55,4.67,4.42,4.7,4.69,4.68,4.64,0.5
5359,18/09/2024,364.Berlin our Backyard is Viktoriapark 4 BedDormB,"Right beside the beautiful viktoriapark‚Äö√Ñ√¥s waterfalls and a walking-distance from Mehringdamm lies our cozy unique 364.Berlin in the alternative kreuzberg.<br /><br />364.Berlin is located in the centre of Berlin, you can easily reach Berlin‚Äö√Ñ√¥s famous hotspots like CheckPoint Charlie, Brandenburger Tor, Potsdamer Platz and other spots!","364.Berlin is located in the Kreuzberg district, known around the world for its alternative scene and counterculture. where all the artists and cool people are located. Matching the active nightlife and artistic scene of Berlin.<br /><br />Looking for a restaurant or a cafe?<br />No problem, our hostel is 5 minutes walk away from the trendy area known as the Bergmann Kiez and the neighbouring Marheineckeplatz with good amount of bars, restaurants, cafes and markets.<br />Also you can find in the near-by the #1 Kebab place in Berlin Mustafa's Gem‚àö¬∫se Kebap and the famous Berlin dish currywurst at Curry36.<br /><br /><br />Wanna chill out? viktoriapark is 364.Berlin‚Äö√Ñ√¥s backyard ;)<br />Right beside the hostel and in viktoriapark, a 66-metre-high hill where you can watch the sunrise. on the top of the hill stands a national monument and there is a small, romantic park. Nowhere else in the city can you enjoy the atmosphere of a babbling waterfall ;) chill out or enjoy the amazing waterfalls.",https://a0.muscache.com/pictures/782dea5b-401b-4c9d-8e14-f5c54d02ad08.jpg,Vefa,14/03/2013,"auf der Reise um neue kulinarische Essen und Geschichten zu entdecken.

Bin eine sehr aufgeschlossene Person, die bereits ziemlich viel in der Welt besichtigt hat und auch l‚àö¬ßngere Aufenthalte in Australien, Neuseeland, USA hatte. 

Reisen macht s‚àö¬∫chtig :-)",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in boutique hotel,Shared room,1 shared bath,"[""Bed linens"", ""Smart lock"", ""Hangers"", ""First aid kit"", ""Fire extinguisher"", ""Hair dryer"", ""Self check-in"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""Air conditioning""]",20/05/2019,t,18/09/2024,01/09/2024,"First name and Last name:  Vefa Benek <br/> Contact address: Feurigstr.26, 10827, Berlin, Berlin <br/>Listing address: M‚àö‚àÇckernstr. 73A, 10965, Berlin, Berlin",f,31860359.0,1.0,0.91,4.0,4.0,4.0,1.0,1.0,1.7,28.0,1.0,1125.0,19.0,49,168,100.0,21.0,0.3,4.55,4.65,4.54,4.9,4.58,4.82,4.63,1.46
5426,18/09/2024,BeHome@364.Berlin Backyard of ViktoriaPark DormA,"We offering our apartment in Berlin Neuk‚àö‚àÇlln for longer stays from mid-March to mid-April. Unfortunately, as I won't around during the period, I am unable to let the apartment for individual days/weeks. The minimum stay would therefore be two weeks.","364.Berlin is located in the Kreuzberg district, known around the world for its alternative scene and counterculture. where all the artists and cool people are located. Matching the active nightlife and artistic scene of Berlin.<br /><br />Looking for a restaurant or a cafe?<br />No problem, our hostel is 5 minutes walk away from the trendy area known as the Bergmann Kiez and the neighbouring Marheineckeplatz with good amount of bars, restaurants, cafes and markets.<br />Also you can find in the near-by the #1 Kebab place in Berlin Mustafa's Gem‚àö¬∫se Kebap and the famous Berlin dish currywurst at Curry36.<br /><br /><br />Wanna chill out? viktoriapark is 364.Berlin‚Äö√Ñ√¥s backyard ;)<br />Right beside the hostel and in viktoriapark, a 66-metre-high hill where you can watch the sunrise. on the top of the hill stands a national monument and there is a small, romantic park. Nowhere else in the city can you enjoy the atmosphere of a babbling waterfall ;) chill out or enjoy the amazing waterfalls.",https://a0.muscache.com/pictures/782dea5b-401b-4c9d-8e14-f5c54d02ad08.jpg,Vefa,14/03/2013,"auf der Reise um neue kulinarische Essen und Geschichten zu entdecken.

Bin eine sehr aufgeschlossene Person, die bereits ziemlich viel in der Welt besichtigt hat und auch l‚àö¬ßngere Aufenthalte in Australien, Neuseeland, USA hatte. 

Reisen macht s‚àö¬∫chtig :-)",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in boutique hotel,Shared room,2 shared baths,[],20/05/2019,t,18/09/2024,19/08/2024,01/Z/AZ/014421-22,f,32158275.0,1.0,0.91,4.0,4.0,4.0,1.1,1.0,1.7,29.0,1.0,1125.0,20.0,50,170,84.0,20.0,1.0,4.54,4.69,4.58,4.6,4.64,4.7,4.56,1.25
5796,18/09/2024,Bed in 4 Bed Dorm Ensuite,"18+ only!<br /><br />We have something to offer for every kind of traveller: dorm rooms, private rooms and female-only rooms which all come with comfy beds and lockers to store your things. <br />Did we mention we have a swanky rooftop terrace, too? The perfect place to chill out in the summer with awesome views over Mitte.<br /><br />At our reception, book yourself into one of our free walking tours of the city or come along on our hostel bar crawls!",You will enjoy complete privacy in a quiet environment here. The view out of the window is beautiful,https://a0.muscache.com/pictures/d7427c92-bd3f-4833-b818-5ee6e9fdcbc5.jpg,St Christophers Inn Berlin Mitte,11/06/2019,"St Christopher‚Äö√Ñ√¥s Berlin Mitte is a brand spanking new hostel located in the heart of the German capital and just minutes from the best sights and attractions Berlin has to offer. This is the perfect location for modern backpackers to explore the real Berlin's culture, history, nightlife and cuisine.  Offering new modern rooms and a fun and lively atmosphere, your European adventure begins here. 

Our hostel has brilliant transport connections to the rest of Berlin where you can get from East to West with ease using the S-Bahn (city train),  U-Bahn (underground) and tram services. There is also plenty to do around the hostel with the likes of the beautiful Museum Island just a short stroll  from the hostel and the bustling Hackescher Markt, a hub of cool restaurants, pubs and bars, perfect for a lunch time pitstop. 

To top it off we have a brand new hostel party bar, Belushi‚Äö√Ñ√¥s. Known for its epic parties, awesome club nights, live music, great food and live sports, this is one of the best backpacker party spots in the city! Hostel guests also can make the most of exclusive daily drinks deals and 25% off all food on the menu! Did we mention we have a swanky rooftop terrace too? It really is the perfect place to chill out in the summer with awesome views over Mitte. 

At our reception, book yourself onto one of our free walking tours of the city or come along on our legendary hostel bar crawls.",within an hour,f,"['email', 'phone']",t,f,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Bed linens"", ""Elevator"", ""First aid kit"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Heating"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Backyard""]",20/05/2019,t,18/09/2024,03/09/2024,"Legal entity name and Legal form: St. Christopher's Berlin GmbH  <br/>Legal representatives or Trade register number: HR B 104214 B <br/> Entity address: Rosa-Luxemburg-Str. 39-41, 10178, Berlin, Deutschland <br/>Listing address: Ziegelstr. 28, 10117, Berlin, Deutschland",t,35816525.0,1.0,0.99,1.8,2.6,1.0,1.0,1.0,1.0,68.0,1.0,1125.0,19.0,44,78,19.3,10.0,2.0,4.54,4.67,4.5,4.74,4.72,4.87,4.64,0.5
5937,18/09/2024,Bed in 6 Bed Female Dorm,"Base yourself in the heart of this awesome city at our famous hostel renowned for its lively atmosphere. With the added benefit of having the U-Bahn on our doorstep we provide the perfect location to connect you to the rest of the city. <br /><br />At our famous onsite Belushi‚Äö√Ñ√¥s bar, where we host live DJs, live sports and epic parties, guests can enjoy exclusive drink deals and 25% off our awesome menu! <br /><br />We offer free WiFi, a range of modern rooms & apartments, and a 24hr reception for your convenience.","countless restaurants, cafes and bars. Shopping facilities within 5 minutes walking distance. Cultural activities in the vicinity.",https://a0.muscache.com/pictures/b51b8e16-53dc-4706-b506-51983b870b21.jpg,St Christophers Inn Berlin,31/01/2019,"Base yourself right in the heart of Berlin, at St Christopher‚Äö√Ñ√¥s Alexanderplatz Hostel. Located in the the city‚Äö√Ñ√¥s most central district, the historic Mitte, you will find plenty of things to do nearby. This is the perfect location to explore the city‚Äö√Ñ√¥s culture, history, nightlife and cuisine. Offering modern rooms, apartments and a fun, lively atmosphere, your Berlin adventure begins here.
 
The hostel is a few minutes walk from Alexanderplatz and the iconic TV tower. We also benefit from having the U-bahn train station right on our doorstep. After a long day, head back to the hostel bar for exclusive hostel guest daily food and drink deals and a real party atmosphere. The perfect place to meet other travellers.
 
Whether you‚Äö√Ñ√¥re looking for a dorm room, private room or female-only rooms, St Christopher‚Äö√Ñ√¥s has it all! We offer free Wi-Fi throughout the hostel, a 24 hour reception and our award winning hostel party bar, Belushi‚Äö√Ñ√¥s, is located downstairs.
 
St Christopher‚Äö√Ñ√¥s Inns was voted ‚Äö√Ñ√≤Best Large Hostel Chain‚Äö√Ñ√¥ in 2016.",a few days or more,f,"['email', 'phone']",t,f,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Bed linens"", ""Paid washer \u2013 In building"", ""Elevator"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""First aid kit"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Heating"", ""Hot water"", ""Wifi"", ""Smoke alarm""]",20/05/2019,t,18/09/2024,30/11/2023,"Legal entity name and Legal form: St. Christopher's Berlin GmbH  <br/>Legal representatives or Trade register number: HR B 104214 B <br/> Entity address: Rosa-Luxemburg-Str. 39-41, 10178, Berlin, Deutschland <br/>Listing address: Rosa-Luxemburg-Str. 39-41, 10178, Berlin, Deutschland",t,36255126.0,1.0,0.99,1.8,2.6,1.0,1.0,1.0,1.0,49.0,1.0,1125.0,0.0,0,174,19.3,11.0,0.0,4.54,4.61,4.43,4.7,4.7,4.83,4.67,0.5
5938,18/09/2024,Bed in 4 Bed Dorm,"Base yourself in the heart of this awesome city at our famous hostel renowned for its lively atmosphere. With the added benefit of having the U-Bahn on our doorstep we provide the perfect location to connect you to the rest of the city. <br /><br />At our famous onsite Belushi‚Äö√Ñ√¥s bar, where we host live DJs, live sports and epic parties, guests can enjoy exclusive drink deals and 25% off our awesome menu! <br /><br />We offer free WiFi, a range of modern rooms & apartments, and a 24hr reception for your convenience.","countless restaurants, cafes and bars. Shopping facilities within 5 minutes walking distance. Cultural activities in the vicinity.",https://a0.muscache.com/pictures/07862f68-007a-4cd2-8440-6722f49dbd47.jpg,St Christophers Inn Berlin,31/01/2019,"Base yourself right in the heart of Berlin, at St Christopher‚Äö√Ñ√¥s Alexanderplatz Hostel. Located in the the city‚Äö√Ñ√¥s most central district, the historic Mitte, you will find plenty of things to do nearby. This is the perfect location to explore the city‚Äö√Ñ√¥s culture, history, nightlife and cuisine. Offering modern rooms, apartments and a fun, lively atmosphere, your Berlin adventure begins here.
 
The hostel is a few minutes walk from Alexanderplatz and the iconic TV tower. We also benefit from having the U-bahn train station right on our doorstep. After a long day, head back to the hostel bar for exclusive hostel guest daily food and drink deals and a real party atmosphere. The perfect place to meet other travellers.
 
Whether you‚Äö√Ñ√¥re looking for a dorm room, private room or female-only rooms, St Christopher‚Äö√Ñ√¥s has it all! We offer free Wi-Fi throughout the hostel, a 24 hour reception and our award winning hostel party bar, Belushi‚Äö√Ñ√¥s, is located downstairs.
 
St Christopher‚Äö√Ñ√¥s Inns was voted ‚Äö√Ñ√≤Best Large Hostel Chain‚Äö√Ñ√¥ in 2016.",a few days or more,f,"['email', 'phone']",t,f,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Patio or balcony"", ""Bed linens"", ""Paid washer \u2013 In building"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""First aid kit"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Heating"", ""Hot water"", ""Wifi"", ""Smoke alarm""]",20/05/2019,t,18/09/2024,10/09/2023,"Legal entity name and Legal form: St. Christopher's Berlin GmbH  <br/>Legal representatives or Trade register number: HR B 104214 B <br/> Entity address: Rosa-Luxemburg-Str. 39-41, 10178, Berlin, Deutschland <br/>Listing address: Rosa-Luxemburg-Str. 39-41, 10178, Berlin, Deutschland",t,36255912.0,1.0,0.99,1.8,2.6,1.0,1.0,1.0,1.0,52.0,1.0,1125.0,0.0,0,182,37.0,0.0,0.0,4.8,4.54,4.51,4.9,4.9,4.86,4.46,0.6
5972,18/09/2024,Generator Mitte - Bed in 8 Bed Dorm,"Generator Berlin Mitte is a design hotel-hostel located in central Berlin, walking distance from Alexanderplatz. Guests can choose from shared dorms to private rooms, offering something for everyone. Complete with 24-hour reception, free wifi, cafe, bike hire and contemporary cocktail bar 'Bar Box', Generator is a fun and affordable choice in Berlin.","Our Berlin Mitte hotel took home the 2017 Trip Expert Experts' Choice Award, and for good reason. With contemporary d‚àö¬©cor and a standout location in the city‚Äö√Ñ√¥s most central borough, the hostel offers comfort and convenience in equal measure. <br /><br />Berlin‚Äö√Ñ√¥s renaissance has made it one of the most appealing cities for artists and musicians; it‚Äö√Ñ√¥s a cultural powerhouse, where epic party nights aren‚Äö√Ñ√¥t just one-offs. Once you come you won‚Äö√Ñ√¥t want to leave. Generator Berlin Mitte is right in the heart of the city. Formerly two 19th century office buildings, it‚Äö√Ñ√¥s now fused into one arts-focused ‚àö¬∫ber hostel. And it‚Äö√Ñ√¥s all within stress-free walking distance of Hackescher Markt, Alexanderplatz and Kunsthaus Tacheles.<br /><br />For art enthusiasts, our Berlin Mitte hostel includes a sculptural string installation by French artist Sebastian Preschoux; corridors are filled with super-sized signature faces by Thierry Noir too. And with a historic courtyard, vibrant social spaces and a chill-out",https://a0.muscache.com/pictures/b1e62700-3d47-460f-9a7c-6edf4c26e27d.jpg,Generator,24/06/2019,avid traveller & flexitarian. ,within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Bikes"", ""Elevator"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Iron"", ""Heating"", ""Building staff"", ""Free street parking"", ""City skyline view"", ""Bed linens"", ""Fire extinguisher"", ""Hair dryer"", ""Cleaning available during stay"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Hangers"", ""Room-darkening shades"", ""Wifi"", ""Backyard""]",20/05/2019,t,18/09/2024,03/09/2024,"Legal entity name and Legal form: Generator Berlin Mitte GmbH <br/>Legal representatives or Trade register number: HRB 83885B  <br/> Entity address: Oranienburger Str. 65, 10117, Berlin, Germany <br/>Listing address: Oranienburger Str. 65, 10117, Berlin, Germany",t,36340336.0,1.0,0.99,7.0,8.0,1.0,1.0,1.0,2.0,53.0,1.0,1125.0,18.0,44,304,19.3,3.7,0.3,4.8,4.9,4.8,4.71,4.56,4.79,4.37,0.5
6102,19/09/2024,M‚àö‚àÇbliertes Zimmer in WG vor‚àö¬∫bergehend frei,"My roommate moved out temporarily for personal reasons, so I rent out his room. It is 18 square meters and currently only has the most necessary in the room. The nearest shopping option is less than a 10-minute walk away; larger supermarkets are 2 metro stops away. It takes about 30 minutes to get to the center. If you have any further questions, please do not hesitate to contact us.",The house is mostly home to the elderly. They are all very friendly and greet you regularly.,https://a0.muscache.com/pictures/ac815cb4-4268-4441-bd01-f638778802a9.jpg,Daria,14/06/2018,"Hey 
Ich hei‚àö√ºe Yusuf, 
Komme geb‚àö¬∫rtig aus Berlin, Kreuzberg. Ich bin in Kreuzberg aufgewachsen also w‚àö¬ßr das wahre Kreuzberg mit seine Graffitis und seine Hinterh‚àö‚àÇfen kennen lernen will ist bei mir richtig.
Ich arbeite im Maxim Gorki Theater als Schauspieler und gleichzeitig begleite ich Film produktion als Produktion Assistent. Ich freue mich ‚àö¬∫ber tolle Bekanntschaft und das mein Englisch besser wird. ",within a day,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in rental unit,Shared room,1 shared bath,"[""Dryer"", ""Elevator"", ""Hangers"", ""Free parking on premises"", ""Washer"", ""Hair dryer"", ""Iron"", ""Heating"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""Kitchen""]",20/05/2019,t,19/09/2024,25/09/2019,01/Z/AZ/015339-23,t,38069887.0,1.0,0.5,1.0,2.0,2.0,1.2,1.0,2.0,57.0,92.0,1125.0,0.0,0,0,7.0,0.0,0.0,4.57,4.71,4.43,5.0,5.0,4.43,5.0,0.11
